NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
,,,,,,,0,,0,,,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
,,,,,,,0,,0,,,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
,,,,,,,0,,0,,,C[C@H]1C[C@H](O)C2:C:C:S:C:2S1(=O)=O
,,,,,,,0,,0,,,CC1:C:C(=O):O:C2:C:C(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O):C:C:C:1:2
,,,,,,,0,,0,,,O=[N+]([O-])O.[NH3+]C1:C:C:C:C:C:1
,,,,,,,0,,0,,,NC1:C:C:C([As](=O)(O)O):C:C:1
,,,,,,,1,,0,,,NC(=O)C1:C:C([N+](=O)[O-]):C:C([N+](=O)[O-]):C:1
,,,,,,,1,,0,,,NC(=O)N/N=C/C1:C:C:C([N+](=O)[O-]):O:1
,,,,,,,0,,0,,,CC(C)NCC(O)C1:C:C:C([N+](=O)[O-]):C:C:1
,,,,,,,0,,0,,,NC1:C:C:C([N+](=O)[O-]):C(C(F)(F)F):C:1
,,,,,,,1,,0,,,O=C1CN(N=CC2:C:C:C([N+](=O)[O-]):O:2)C(=O)N1
,,,,,,,1,,0,,,O=C(N/N=C/C1:C:C:C([N+](=O)[O-]):O:1)C1:C:C([N+](=O)[O-]):C:C([N+](=O)[O-]):C:1O
,,,,,,,1,,0,,,CN1:C:N:C([N+](=O)[O-]):C:1SC1:N:C:N:C2:N:C:[NH]:C:1:2
,,,,,,,0,,0,,,C[C@@H](CSC(=O)C1:C:C:C:C:C:1)C(=O)N1C[C@@H](SC2:C:C:C:C:C:2)C[C@H]1C(=O)O
,,,,,,,0,,0,,,CC(C(=O)C1:C:C:C:C:C:1)N(C)C
,,,,,,,0,,0,,,CC(=O)N[C@@H](CC(C)C)C(=O)O
,,,,,,,0,,0,,,CC(=O)N[C@@H](CCC(=O)O)C(=O)O
,,,,,,,1,,0,,,CC(=O)N1CCN(C2:C:C:C(O):C:C:2)CC1
,,,,,,,0,,0,,,CC(=O)NC(CCC(N)=O)C(=O)O
,,,,,,,0,,0,,,CC(=O)NCC1:C(I):C(NC(C)=O):C(I):C(C(=O)O):C:1I
,,,,,,,0,,0,,,CC(=O)NC1:C(I):C:C(I):C(C(=O)O):C:1I
,,,,,,,0,,0,,,CC(=O)NC1:C:C:C(/C=N/NC(N)=S):C:C:1
,,,,,,,0,,0,,,CC(=O)NC1:C:C:C(C(=O)O):C:C:1
,,,,,,,0,,0,,,CC(=O)NC1:C:C:C(CC(=O)O):C:C:1
,,,,,,,0,,0,,,CC(=O)NC1:N:C:C([N+](=O)[O-]):S:1
,,,,,,,0,,0,,,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
,,,,,,,0,,0,,,CC(=O)OCC(COC(C)=O)OC(C)=O
,,,,,,,0,,0,,,CC(=O)OC1:C:C:C:C(C):C:1
,,,,,,,0,,0,,,CC(=O)OC1:C:C:C(C):C:C:1
,,,,,,,1,,1,,,C/C=C(C(=C/C)/C1:C:C:C(OC(C)=O):C:C:1)\C1:C:C:C(OC(C)=O):C:C:1
,,,,,,,0,,0,,,CC(=O)OC1:C:C:C:C(O):C:1
,,,,,,,0,,0,,,CC(=O)OC1:C:C:C:C:C:1C(=O)O
,,,,,,,0,,0,,,CSC1:C:C:C(C(=O)C2:[NH]:C(=O):[NH]:C:2C):C:C:1
,,,,,,,1,,0,,,COC(=O)NC1:N:C2:C:C(C(=O)C3:C:C:C:S:3):C:C:C:2:[NH]:1
,,,,,,,0,,0,,,COC1:C:C:C(C(=O)C2:C:C:C:C:C:2):C(O):C:1
,,,,,,,0,,0,,,CCCCCCCCOC1:C:C:C(C(=O)C2:C:C:C:C:C:2):C(O):C:1
,,,,,,,0,,0,,,O=C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
,,,,,,,0,,0,,,CCC(=O)C1:C(O):C:C(O):C:C:1O
,,,,,,,0,,0,,,CCC(=O)N(C1:C:C:C:C:C:1)C1CCNCC1
,,,,,,,0,,0,,,CN(C(=O)CC1:C:C:C:C:C:1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
,,,,,,,0,,0,,,NC(=O)NC(=O)CC1:C:C:C:C:C:1
,,,,,,,1,,0,,,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
,,,,,,,0,,0,,,O=C(O)CCC(=O)C1:C:C:C(C2:C:C:C:C:C:2):C:C:1
,,,,,,,0,,0,,,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
,,,,,,,0,,0,,,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
,,,,,,,0,,0,,,CCCCCCCCCCCCCCCC(=O)NCCO
,,,,,,,0,,0,,,CCOC(=O)C(=O)CCCCCCl
,,,,,,,0,,0,,,O=C(CCCCl)C1:C:C:C(F):C:C:1
,,,,,,,0,,0,,,CCN(CC)CC1CCCCN1CC(=O)N1C2:C:C:C:C:C:2C(=O)NC2:C:C:C:N:C:21
,,,,,,,0,,0,,,CN1CCN(CC(=O)N2C3:C:C:C:C:C:3C(=O)NC3:C:C:C:N:C:32)CC1
,,,,,,,0,,0,,,COC1:C:C:C(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2):C:C:1
,,,,,,,0,,0,,,O=C(CN1:C:C:N:C:1[N+](=O)[O-])NCC1:C:C:C:C:C:1
,,,,,,,0,,0,,,O=C(CN1:C:C:N:C:1[N+](=O)[O-])NCCO
,,,,,,,0,,0,,,O=C(CN1CCNCC1)NC1CCCCC1
,,,,,,,0,,0,,,CC(=O)C1:C:C:C(O):C(C(N)=O):C:1
,,,,,,,0,,0,,,NC(=O)C1:C:C:C:C:C:1O
,,,,,,,0,,0,,,NC(=O)CC[C@@H](N)C(=O)O
,,,,,,,0,,0,,,NC(=O)N[C@@H](CCC(=O)O)C(=O)O
,,,,,,,0,,0,,,NC(=O)NC1:C:C:C([As](=O)(O)O):C:C:1
,,,,,,,0,,0,,,NC(=O)NC1N=C(O[AlH3](O)O)NC1=O
,,,,,,,0,,0,,,CCC(C)C(C)(COC(N)=O)COC(N)=O
,,,,,,,0,,0,,,COC1:C:C:C(/C=N/NC(=O)C2:C:C:N:C:C:2):C:C:1OC
,,,,,,,0,,0,,,C/C(=N/NC(=O)C1:C:C:N:C:C:1)C(=O)O
,,,,,,,0,,0,,,CN1CCN(C(=O)C2CCCCC2)CC1
,,,,,,,0,,0,,,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,0,,0,,,O=C(C1:C:C:C:O:1)N1CCNCC1
,,,,,,,0,,0,,,CC(=O)NC(=O)C1:C:C:C:C:C:1O
,,,,,,,0,,0,,,CC(C)NC(=O)C1:C:C:C(C=O):C:C:1
,,,,,,,0,,0,,,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
,,,,,,,0,,0,,,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1:C:C:C:C:C:1
,,,,,,,0,,0,,,CCN(CC)CC(=O)NC1:C(C):C:C:C:C:1C(=O)OC
,,,,,,,0,,0,,,CC[N+](CC)(CC(=O)NC1:C(C):C:C:C:C:1C)CC1:C:C:C:C:C:1.O=C([O-])C1:C:C:C:C:C:1
,,,,,,,0,,0,,,CC1:C:C:C:C(C):C:1NC(=O)C1:C:C:C(N):C:C:1
,,,,,,,0,,0,,,CC1:C:C:C:C(C):C:1NC(=O)C1:C:C:C:C:C:1C(=O)O
,,,,,,,0,,0,,,CC1:C:C:C:C(C):C:1NC(=O)CN(CC(=O)O)CC(=O)O
,,,,,,,0,,0,,,CCN(CC)CC(=O)NC1:C(C):C:C:C:C:1C
,,,,,,,0,,0,,,CC1:C:C:C:C(C):C:1NC(=O)CN1CCCC1
,,,,,,,0,,0,,,CNC(=N)NC(=O)NC1:C(C):C:C:C:C:1C
,,,,,,,0,,0,,,CCC1:C:C:C:C(CC):C:1NC(=O)CN(CC(=O)O)CC(=O)O
,,,,,,,0,,0,,,COCC(=O)NC1:C(I):C(C(=O)NCC(O)CO):C(I):C(C(=O)N(C)CC(O)CO):C:1I
,,,,,,,0,,0,,,C[C@H](O)C(=O)NC1:C(I):C(C(=O)NC(CO)CO):C(I):C(C(=O)NC(CO)CO):C:1I
,,,,,,,0,,0,,,CNC(=O)C1:C(I):C(NC(=O)CCCCC(=O)NC2:C(I):C(C(=O)O):C(I):C(C(=O)NC):C:2I):C(I):C(C(=O)O):C:1I
,,,,,,,0,,0,,,O=C(CCOCCOCCOCCOCCC(=O)NC1:C(I):C:C(I):C(C(=O)O):C:1I)NC1:C(I):C:C(I):C(C(=O)O):C:1I
,,,,,,,1,,0,,,CC(C)C(=O)NC1:C:C:C([N+](=O)[O-]):C(C(F)(F)F):C:1
,,,,,,,0,,0,,,CC(C)C(=O)NC1:C:C:C:C(C(F)(F)F):C:1
,,,,,,,1,,0,,,O=C(NC1:C:C:C(Cl):C(Cl):C:1)C1CC1
,,,,,,,0,,0,,,CC(C)(C)NCC(O)COC1:C:C:C(NC(=O)NC2CCCCC2):C:C:1
,,,,,,,0,,0,,,CC1:C:C:C(S(=O)(=O)NC(=O)NC2CCCCC2):C:C:1
,,,,,,,0,,0,,,CC(=O)C1:C:C:C(S(=O)(=O)NC(=O)NC2CCCCC2):C:C:1
,,,,,,,1,,0,,,COC1:C:C:C2:C(:C:1)C(=O)N(CCC1:C:C:C(S(=O)(=O)NC(=O)NC3CCCCC3):C:C:1)C(=O)C2(C)C
,,,,,,,0,,0,,,COC1:C:C(C(=O)NC2CCCNC2):C:C(OC):C:1OC
,,,,,,,1,,0,,,CO/N=C(\C(=O)O)C1:C:S:C(NC(=O)CCl):N:1
,,,,,,,0,,0,,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
,,,,,,,0,,0,,,NC1:C:C:C(C(=O)NCC(=O)O):C:C:1
,,,,,,,0,,0,,,O=C(O)CNC(=O)C1:C:C:C:C:C:1
,,,,,,,0,,0,,,O=C(O)CNC(=O)C1:C:C:C:C:C:1I
,,,,,,,0,,0,,,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@H](CC1:C:N:C:[NH]:1)NC(=O)[C@@H]1CCC(=O)N1
,,,,,,,0,,0,,,O=C(NCC1CN(C2:C:C:C(N3CCOCC3=O):C:C:2)C(=O)O1)C1:C:C:C(Cl):S:1
,,,,,,,0,,0,,,O=C(O)CCNC(=O)C1:C:C:C:C:C:1
,,,,,,,0,,0,,,CC(C)(OC1:C:C:C(CCNC(=O)C2:C:C:C(Cl):C:C:2):C:C:1)C(=O)O
,,,,,,,0,,0,,,O=C(NCCC1:C:[NH]:C2:C:C:C:C:C:1:2)C1:C:C:C:N:C:1
,,,,,,,0,,0,,,CC(C)(C)C(=O)NCCCC(=O)O
,,,,,,,1,,0,,,O=NN(CCCl)C(=O)NCCCl
,,,,,,,0,,0,,,CCN(CC)CCNC(=O)C1:C:C:C(N):C:C:1
,,,,,,,0,,0,,,O=C(NCN1CCOCC1)C1:C:N:C:C:N:1
,,,,,,,0,,0,,,CC(C)NNC(=O)C1:C:C:N:C:C:1.O=S(=O)(O)O
,,,,,,,0,,0,,,O=C(CCNNC(=O)C1:C:C:N:C:C:1)NCC1:C:C:C:C:C:1
,,,,,,,0,,0,,,NP(N)(=O)NC(=O)C1:C:C:C(F):C:C:1
,,,,,,,0,,0,,,CC1:C:C:C(S(=O)(=O)NC(=O)NC2CCCC2):C:C:1
,,,,,,,0,,0,,,CC(C)NCC(O)COC1:C:C:C(COCCOC(C)C):C:C:1.CC(C)NCC(O)COC1:C:C:C(COCCOC(C)C):C:C:1.O=C(O)/C=C/C(=O)O
,,,,,,,0,,0,,,O=C(O)/C=C\C(=O)O
,,,,,,,0,,0,,,CN(C)CC[C@@H](C1:C:C:C(Br):C:C:1)C1:C:C:C:C:N:1.O=C(O)/C=C\C(=O)O
,,,,,,,0,,0,,,COC1:C:C(N):C(Cl):C:C:1C(=O)NC1CCN(CC2:C:C:C:C:C:2)CC1.O=C(O)/C=C\C(=O)O
,,,,,,,0,,0,,,CC(CN(C)C)CN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21.O=C(O)/C=C\C(=O)O
,,,,,,,0,,0,,,C1:C:C:C2:N:C(N3CCNCC3):C:C:C:2:C:1.O=C(O)/C=C\C(=O)O
,,,,,,,0,,0,,,NC1:C2:C(:N:C3:C:C:C:C:C:1:3)CCCC2O.O=C(O)/C=C\C(=O)O
,,,,,,,0,,0,,,C[C@@H](O)[C@H](N)C(=O)O
,,,,,,,0,,0,,,N[C@@H](CC1:C:[NH]:C2:C:C:C(O):C:C:1:2)C(=O)O
,,,,,,,0,,0,,,COC(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)[C@H](OC1:N:C(C):C:C(C):N:1)C(=O)O
,,,,,,,1,,0,,,O=C(O)[C@@H](S)[C@H](S)C(=O)O
,,,,,,,0,,0,,,O=C1CC[C@@H](C(=O)O)N1
,,,,,,,0,,0,,,O=C(O)[C@@H]1CSCN1
,,,,,,,0,,0,,,COC1:C:C2:C(:C:C:1OC)CN(C(=O)[C@H](C)N[C@@H](CCC1:C:C:C:C:C:1)C(=O)O)[C@H](C(=O)O)C2
,,,,,,,0,,0,,,N[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)C(=O)O
,,,,,,,0,,0,,,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
,,,,,,,0,,0,,,COCCC1:C:C:C(OCC(O)CNC(C)C):C:C:1.COCCC1:C:C:C(OCC(O)CNC(C)C):C:C:1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
,,,,,,,0,,0,,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)O
,,,,,,,0,,0,,,O=C(O)C(=O)NC1:C:C:C:C(C2:N:N:N:[NH]:2):C:1
,,,,,,,0,,0,,,CCN(CC)CCOC(=O)C(CC1:C:C:C:C2:C:C:C:C:C:1:2)CC1CCCO1.O=C(O)C(=O)O
,,,,,,,0,,0,,,CC1:C:C:C(C):C(OCCCC(C)(C)C(=O)O):C:1
,,,,,,,0,,0,,,CC1:N:C(C2:C:C:C(Cl):C:C:2):O:C:1COC(C)(C)C(=O)O
,,,,,,,0,,0,,,CCC(C)(OC1:C:C:C(C2(C3:C:C:C(OC(C)(CC)C(=O)O):C:C:3)CCCCC2):C:C:1)C(=O)O
,,,,,,,0,,0,,,CC(C(=O)O)C1:C:C:C(CC2CCCC2=O):C:C:1
,,,,,,,0,,0,,,CC(O)C(=O)O
,,,,,,,0,,0,,,CCC(C(=O)O)C1:C:C:C(N2CC3:C:C:C:C:C:3C2=O):C:C:1
,,,,,,,0,,0,,,NC(CS)C(=O)O
,,,,,,,0,,0,,,CC(=O)NC(CC1:C:C:C:C:C:1)C(=O)O
,,,,,,,1,,0,,,CCN(CC)CCC1:N:C(C2:C:C:C:C:C:2):N:O:1.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,0,,0,,,CCN(CCCC1:C:C:C:C:C:1)CCCC1:C:C:C:C:C:1.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,1,,0,,,CCCC1:N:C(C):C2:C(=O):N:C(C3:C:C(S(=O)(=O)N4CCN(CC)CC4):C:C:C:3OCC):[NH]:N:1:2.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,0,,0,,,CN(C)CCN(CC1:C:C:C:C:C:1)C1:C:C:C:C:N:1.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,0,,0,,,CC1:C:C:C:C:C:1C(OCCN(C)C)C1:C:C:C:C:C:1.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,0,,0,,,CN(C)CCOC1:C:C:C:C:C:1CC1:C:C:C:C:C:1.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,0,,0,,,COC(=O)[C@H](CC1:C:C:C:C:C:1)NC(=O)[C@@H](N)CC(=O)O
,,,,,,,0,,0,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1
,,,,,,,0,,0,,,CO[C@@]1(NC(=O)CC2:C:C:C:S:2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
,,,,,,,0,,0,,,CC1SC2:C(C(=O)O):C(=O):C3:C:C(F):C(N4CCNCC4):C:C:3:N:21
,,,,,,,1,,0,,,CC1:N:N:C(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)CN4:C:N:N:N:4)[C@H]3SC2):S:1
,,,,,,,0,,0,,,O=C(O)C1:C(O):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2
,,,,,,,0,,0,,,O=C(O)C1:C:C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2
,,,,,,,0,,0,,,O=C(O)C1:C:C:C(OCCCOC2:C:C:C(C(=O)O):C:C:2):C:C:1
,,,,,,,0,,0,,,O=C(O)C1CCC1
,,,,,,,0,,0,,,O=C(O)C1:C:C:C:C:C:1O.OC1:C:C:C:C2:C:C:C:N:C:1:2
,,,,,,,0,,0,,,O=C(O)C1:C:C:C:C:N:1
,,,,,,,0,,0,,,O=C(O)C1:C:C:C:N:C:1
,,,,,,,0,,0,,,CCCC1:C2:O:C(C(=O)O):C:C(=O):C:2:C:C2:C(=O):C:C(C(=O)O):N(CC):C:1:2
,,,,,,,0,,0,,,O=C(O)C1:C:N(C2CC2):C2:C:C(Cl):C(F):C:C:2:C:1=O
,,,,,,,0,,0,,,CCN1:C:C(C(=O)O):C(=O):C2:C:C(F):C(N3CCNCC3):C:C:2:1
,,,,,,,0,,0,,,CCN1:C:C(C(=O)O):C(=O):C2:C:C3:C(:C:C:2:1)OCO3
,,,,,,,0,,0,,,CCN1:C:C(C(=O)O):C(=O):C2:C:C(F):C(N3CCNCC3):N:C:2:1
,,,,,,,0,,0,,,CCN1:C:C(C(=O)O):C(=O):C2:C:C:C(C):N:C:2:1
,,,,,,,0,,0,,,CCN1:C:C(C(=O)O):C(=O):C2:C:N:C(N3CCCC3):N:C:2:1
,,,,,,,0,,0,,,CCN1:C:C(C(=O)O):C(=O):C2:C:N:C(N3CCNCC3):N:C:2:1
,,,,,,,0,,0,,,CCN1:N:C(C(=O)O):C(=O):C2:C:C3:C(:C:C:2:1)OCO3
,,,,,,,0,,0,,,NS(=O)(=O)C1:C:C(C(=O)O):C:C(N2CCCC2):C:1OC1:C:C:C:C:C:1
,,,,,,,0,,0,,,CC1:C(F):C:C2:C(=O):C(C(=O)O):C:N3:C:2:C:1CCC3C
,,,,,,,0,,0,,,CC1CCC2:C(N3CCC(O)CC3):C(F):C:C3:C(=O):C(C(=O)O):C:N1:C:2:3
,,,,,,,0,,0,,,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C
,,,,,,,0,,0,,,O=C(O)CC1:C:N(C2:C:C:C:C:C:2):N:C:1C1:C:C:C(Cl):C:C:1
,,,,,,,0,,0,,,O=C(O)CC1:C:S:C(C2:C:C:C(Cl):C:C:2):N:1
,,,,,,,0,,0,,,O=C(O)CC1:S:C(C2:C:C:C:C:C:2):N:C:1C1:C:C:C(Cl):C:C:1
,,,,,,,0,,0,,,CCC1:C:C:C:C2:C3:C(:[NH]:C:1:2)C(CC)(CC(=O)O)OCC3
,,,,,,,0,,0,,,O=C(O)CCC(=O)O
,,,,,,,0,,0,,,CN(C)CCOC(C)(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1.O=C(O)CCC(=O)O
,,,,,,,0,,0,,,CN1CCN(C2=NC3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1.O=C(O)CCC(=O)O
,,,,,,,1,,0,,,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(C2:C:C:C:C:C:2)N(C2:C:C:C:C:C:2)C1=O
,,,,,,,0,,0,,,O=C(O)CCC1:N:C2:C:C:C:C:C:2:[NH]:1
,,,,,,,0,,0,,,O=C(O)CCCC1:C:C:C(N(CCCl)CCCl):C:C:1
,,,,,,,0,,0,,,O=C(O)CCCCCCCC(=O)O
,,,,,,,0,,0,,,C=CCCCCCCCCC(=O)O
,,,,,,,0,,0,,,CCCCCCCCCCCCCCCC(=O)O
,,,,,,,0,,0,,,CCCCCCCCCCCCCCCCCC(=O)O
,,,,,,,0,,0,,,CC(=O)NCCCCCC(=O)O
,,,,,,,0,,0,,,CC1:C(CN2:C:C:N:C:2):C2:C:C:C:C:C:2:N:1CCC(=O)O
,,,,,,,0,,0,,,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O
,,,,,,,0,,0,,,O=C(O)CN1:C:N:N:N:1
,,,,,,,0,,0,,,CN1:C(=O):C2:C(:N:C:N:2CC(=O)O):N(C):C:1=O
,,,,,,,0,,0,,,O=C(O)CN1C(=O)C2:C:C:C:C3:C:C:C:C(:C:2:3)C1=O
,,,,,,,0,,0,,,O=C(O)COC1:C:C:C:C:C:1
,,,,,,,0,,0,,,O=C(O)CP(=O)(O)O
,,,,,,,0,,0,,,CC[C@]12CCCN3CCC4:C(:N(:C5:C:C:C:C:C:4:5)[C@@](O)(C(=O)OC)C1)[C@@H]32
,,,,,,,0,,0,,,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
,,,,,,,0,,0,,,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4:C(:[NH]:C5:C:C:C:C:C:4:5)[C@@H]3C[C@@H]21
,,,,,,,0,,0,,,COC(=O)N/N=C/C1:C:[N+]([O-]):C2:C:C:C:C:C:2:[N+]:1[O-]
,,,,,,,0,,0,,,CCN(C)C(=O)OC1:C:C:C:C([C@H](C)N(C)C):C:1.O=C(O)[C@@H](O)[C@H](O)C(=O)O
,,,,,,,0,,0,,,CCOC(=O)C1:C:C:C(OC(=O)CCCCCNC(=N)N):C:C:1.CS(=O)(=O)O
,,,,,,,0,,0,,,CN(C)C(=O)COC(=O)CC1:C:C:C(OC(=O)C2:C:C:C(NC(=N)N):C:C:2):C:C:1.CS(=O)(=O)O
,,,,,,,0,,0,,,CCN(CC)CC(=O)OC1:C:C:C(NC(C)=O):C:C:1
,,,,,,,0,,0,,,O=C(OC1:C:C:C:C:C:1C(=O)O)C1:C:C:C:C:C:1O
,,,,,,,0,,0,,,O=C(OCC(COC(=O)C1:C:C:C:N:C:1)(COC(=O)C1:C:C:C:N:C:1)COC(=O)C1:C:C:C:N:C:1)C1:C:C:C:N:C:1
,,,,,,,0,,0,,,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
,,,,,,,0,,0,,,CCOC(=O)[C@H](CCC1:C:C:C:C:C:1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
,,,,,,,0,,0,,,CCOC(=O)[N-]C1:C:[N+](N2CCOCC2):N:O:1
,,,,,,,0,,0,,,CCOC(=O)C(=O)CCC1:C:C:C:C:C:1
,,,,,,,0,,0,,,CCOC(=O)C1=C[C@]2(CC)CCCN3CCC4:C(:N1:C1:C:C:C:C:C:4:1)[C@@H]32
,,,,,,,0,,0,,,CCCCCCCCCCOC1:C:C2:C(O):C(C(=O)OCC):C:N:C:2:C:C:1OCC
,,,,,,,0,,0,,,CCOC(=O)C1(C2:C:C:C:C:C:2)CCN(CCC2:C:C:C(N):C:C:2)CC1
,,,,,,,0,,0,,,CCOC(=O)C1:N:C:N2:C:1CN(C)C(=O)C1:C:C(F):C:C:C:12
,,,,,,,0,,0,,,CCOC(=O)N1CCC(=O)CC1
,,,,,,,0,,0,,,CCOC(=O)NNC1:C:C:C(N(CC)CC(C)O):N:N:1
,,,,,,,0,,0,,,CCOC(=O)OC(C)OC1=C(C(=O)NC2:C:C:C:C:N:2)N(C)S(=O)(=O)C2:C:C:C:C:C:21
,,,,,,,1,,0,,,O=C(C=CC1:C:C:C:C:C:1)OCC1:C:C:C:C:C:1
,,,,,,,0,,0,,,O=C(OCC1:C:C:C:C:C:1)C1:C:C:C:C:C:1
,,,,,,,0,,0,,,O=C(OCC1(COC(=O)C2:C:C:C:N:C:2)CCCC(COC(=O)C2:C:C:C:N:C:2)(COC(=O)C2:C:C:C:N:C:2)C1O)C1:C:C:C:N:C:1
,,,,,,,0,,0,,,CCCOC(=O)C1:C:C:C:C:C:1
,,,,,,,0,,0,,,CCCCCOC(=O)NC1:N:C(=O):N([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O):C:C:1F
,,,,,,,0,,0,,,CCCCOCCOC(=O)C1:C:C:C:N:C:1
,,,,,,,0,,0,,,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
,,,,,,,0,,0,,,CN1C(=O)CC(C2:C:C:C:C:C:2)C1=O
,,,,,,,0,,0,,,CC1:N:C:C:N:1CC1CCC2:C(:C3:C:C:C:C:C:3:N:2C)C1=O
,,,,,,,0,,0,,,CC1:C:C(=O):[NH]:C(=S):[NH]:1
,,,,,,,0,,0,,,O=C1:C:C(CO):O:C:C:1O
,,,,,,,0,,0,,,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O
,,,,,,,0,,0,,,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C1:C:C:N:C:C:1
,,,,,,,0,,0,,,O=C1:C:C:C2:C:C:C:C:C:2:O:1
,,,,,,,0,,0,,,O=C1:C:C:[NH]:C(=O):[NH]:1
,,,,,,,0,,0,,,O=C1:C:C:[NH]:C(=S):[NH]:1
,,,,,,,0,,0,,,O=C1:[NH]:C2:C:C:C:C:C:2:C(=O):N:1CCCl
,,,,,,,0,,0,,,CC1:C:O:C2:C:C:C:C:C:2:C:1=O
,,,,,,,0,,0,,,O=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21
,,,,,,,0,,0,,,O=C1CC(C2:C:C:C(Cl):C:C:2)CC(=O)N1
,,,,,,,1,,0,,,O=C1CCC2:C:C(OCCCCC3:N:N:N:N:3C3CCCCC3):C:C:C:2N1
,,,,,,,0,,0,,,CCCCC(O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O
,,,,,,,0,,0,,,CCC(C(N)=O)N1CCCC1=O
,,,,,,,0,,0,,,CCN1CCCC1=O
,,,,,,,0,,0,,,NC(=O)CN1CCCC1=O
,,,,,,,0,,0,,,CN1C(=O)CCS(=O)(=O)C1C1:C:C:C(Cl):C:C:1
,,,,,,,0,,0,,,CC1(C)OC(=O)NC1=O
